Citation	Study	Sample	Measure	Reliability	N	Estimate	Splithalf	Parts	Parts_provided	Delay	Aggregate	Aggregate_num	Estimate_notes	Estimate_searchable	Source
"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	pilot 2	1	AMP	IC	81	0.82	0.7	2			Average of 2 conditions	2	implicit racism. 	No	Review
"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	pilot 2	1	AMP	IC	81	0.9	0.82	2			Average of 2 conditions	2	implicit ageism. 	No	Review
"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	main study	1	AMP	IC	97	0.73	0.58	2			Average of 2 conditions	2	implicit racism. Excluded explicit attention to categories conditions.	No	Review
"Gawronski, B., Cunningham, W. A., LeBel, E. P., & Deutsch, R. (2010). Attentional influences on affective priming: Does categorisation influence spontaneous evaluations of multiply categorisable objects? Cognition & Emotion, 24, 1008-1025"	main study	1	AMP	IC	97	0.89	0.81	2			Average of 2 conditions	2	implicit ageism. Excluded explicit attention to categories conditions.	No	Review
"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	1	1	IAT	IC	157	0.72		2	No					Yes	Review
"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	2	1	IAT	IC	80	0.76		2	No					Yes	Review
"Gawronski, B., & LeBel, E. P. (2008). Understanding patterns of attitude change: When implicit measures show change, but explicit measures do not. Journal of Experimental Social Psychology, 44, 1355-1361. "	3	1	AMP	IC	75	0.75		2	No		Average of 2 trial types	2		No	Review
"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	1	1	IAT	IC	71	0.56		2	No				IAT-S	Yes	Review
"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	1	2	IAT	IC	69	0.64		2	No				IAT-P	Yes	Review
"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	2	1	AMP	IC	77	0.51		2	No					Yes	Review
"Gawronski, B., Peters, K. R., Brochu, P. M., & Strack, F. (2008). Understanding the relations between different forms of racial prejudice: A cognitive consistency perspective. Personality and Social Psychology Bulletin, 34, 648-665. "	3	1	AMP	IC	95	0.71		2	No					Yes	Review
"Herbstrith, J. C., Tobin, R. M., Hesson-McInnis, M. S., & Schneider, W. J. (2013). Preservice teacher attitudes toward gay and lesbian parents. School Psychology Quarterly, 28, 183-194. "	1	1	AMP	IC	558	0.78		12					Midpoint from a range (.70 to .86)	No	Review
"Hofmann, W., & Baumert, A. (2010). Immediate affect as a basis for intuitive moral judgment: An adaptation of the Affect Misattribution Procedure. Cognition & Emotion, 24, 522-535. "	1	1	AMP	IC	120	0.85		2	No				IACs index	Yes	Review
"Hofmann, W., & Baumert, A. (2010). Immediate affect as a basis for intuitive moral judgment: An adaptation of the Affect Misattribution Procedure. Cognition & Emotion, 24, 522-535. "	2	1	AMP	IC	158	0.88		2	No				IACs index	Yes	Review
"Imhoff, R., & Banse, R. (2009). Ongoing victim suffering increases prejudice: The case of secondary anti-semitism. Psychological Science, 20, 1443-1447."	1	1	AMP	IC	63	0.59		2						Yes	Review
"Imhoff, R., & Banse, R. (2011). Implicit and explicit relationships toward ex-partners differentially predict breakup adjustment. Personal Relationships, 18, 427-438. "	1	1	AMP	IC	144	0.83		6						Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	1	1	AMP	IC	59	0.66		2						Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	1	1	IAT	IC	59	0.92		2	No					Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	2	1	AMP	IC	139	0.72		2					SMP	Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	2	1	AMP	IC	139	0.69		2					AMP	Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	3	1	AMP	IC	112	0.53		2					SMP	Yes	Review
"Imhoff, R., Schmidt, A. F., Bernhardt, J., Dierksmier, A., & Banse, R. (2011). An inkblot for sexual preference: A semantic variant of the Affect Misattribution Procedure. Cognition & Emotion, 25, 676-690"	3	1	AMP	IC	112	0.46		2					AMP	Yes	Review
"Jasper, F., & Witthoft, M. (2013). Automatic evaluative processes in health anxiety and their relations to emotion regulation. Cognitive Therapy & Research, 37, 521-533. "	1	1	AMP	IC	104	0.59		2	No				traditional index	Yes	Review
"Krieglmeyer, R. & Jeffrey W. Sherman, J. W. (2012). Disentangling stereotype activation and stereotype application in the Stereotype Misperception Task. Journal of Personality and Social Psychology 103, 205-224. "	1a	1	AMP	IC	38	0.92		2						Yes	Review
"Krieglmeyer, R. & Jeffrey W. Sherman, J. W. (2012). Disentangling stereotype activation and stereotype application in the Stereotype Misperception Task. Journal of Personality and Social Psychology 103, 205-224. "	1b	1	AMP	IC	31	0.9		2						Yes	Review
"Lundberg, K. B., & Payne, B. K. (2014). Decisions among the undecided: Implicit attitudes predict future voting behavior of undecided voters. PLoS ONE, 9(1): e85680"	1	1	AMP	IC	2013	0.95		2						Yes	Review
"Payne, B.K., Brown-Iannuzzi, J., Burkley, M., Arbuckle, N.L., Cooley, E., Cameron, C.D., Lundberg, K.B. (2013). Intention invention and the Affect Misattribution Procedure: Reply to Bar-Anan and Nosek (2012). "	1	1	AMP	IC	288	0.59		2						Yes	Review
"Payne, B. K., Burkley, M., & Stokes, M. B. (2008). Why do implicit and explicit attitude tests diverge? The role of structural fit. Journal of Personality and Social Psychology, 94, 16-31"	1	1	AMP	IC	75	0.69		24						Yes	Review
"Payne, B. K., Burkley, M., & Stokes, M. B. (2008). Why do implicit and explicit attitude tests diverge? The role of structural fit. Journal of Personality and Social Psychology, 94, 16-31"	2	1	AMP	IC	48	0.78		24			Average of 2 trial types	2	indirect/verbal and indirect/picture	No	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	1	1	AMP	IC	43	0.92		24						Yes	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	2	1	IAT	IC	58	0.79		40						Yes	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	2	1	Evaluative Priming	IC	58	0.12		24						Yes	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	2	1	AMP	IC	58	0.89		24						Yes	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	3	1	AMP	IC	99	0.93		24						Yes	Review
"Payne, B. K., Govorun, O., & Arbuckle, N. L. (2008). Automatic attitudes and alcohol: Does implicit liking predict drinking? Cognition & Emotion, 22, 238-271. "	4	1	AMP	IC	54	0.91		24						Yes	Review
"Payne, B. K., McClernon, J. F., & Dobbins, I. G. (2007). Automatic affective responses to smoking cues. Experimental and Clinical Psychopharmacology, 15, 400-409. "	1		AMP	IC	60	0.94		60						Yes	Review
"Perugini, M., Richetin, J., & Zogmaister, C. (2013). Indirect measures as a symbol for evaluative change. Cognition & Emotion 28, 208-229. "	1	1	IAT	IC	264	0.86		2						Yes	Review
"Perugini, M., Richetin, J., & Zogmaister, C. (2013). Indirect measures as a symbol for evaluative change. Cognition & Emotion 28, 208-229. "	2	1	AMP	IC	138	0.83	0.71	2						Yes	Review
"Perugini, M., Richetin, J., & Zogmaister, C. (2013). Indirect measures as a symbol for evaluative change. Cognition & Emotion 28, 208-229. "	3	1	IAT	IC	73	0.86		2						Yes	Review
"Prestwich, A., Perugini, M., Hurling, R., Richetin, J. (2010). Using the self to change implicit attitudes. European Journal of Social Psychology, 40, 61-71. "	1	1	IAT	IC	40	0.83		2	No					Yes	Review
"Prestwich, A., Perugini, M., Hurling, R., Richetin, J. (2010). Using the self to change implicit attitudes. European Journal of Social Psychology, 40, 61-71. "	2	1	IAT	IC	81	0.56		2	No				implicit preference for drink A over neutral primes	Yes	Review
"Prestwich, A., Perugini, M., Hurling, R., Richetin, J. (2010). Using the self to change implicit attitudes. European Journal of Social Psychology, 40, 61-71. "	3	1	AMP	IC	44	0.85		2	No				implicit preference for drink A over neutral primes	Yes	Review
"Pryor, J. B., Reeder, G. D., Wesselmann, E. D., Williams, K. D., & Wirth. J. H. (2013). The influence of social norms upon behavioral expressions of implicit and explicit weight-related stigma in an interactive game. Yale Journal of Biology and Medicine 86, 189-201."	1	1	AMP	IC	94	0.74		2	No		Average of 2 trial types	2		No	Review
"Sava, F. A., Maricutoiu, L. P., Rusu, S., Macsinga, I., Virga, D., Cheng, C. M., & Payne, B. K. (2012). An inkblot for the implicit assessment of personality: The Semantic Misattribution Procedure. European Journal of Personality, 26, 613-628"	1	1	AMP	IC	98	0.5		2			Average of 2 trial types	2		No	Review
"Sava, F. A., Maricutoiu, L. P., Rusu, S., Macsinga, I., Virga, D., Cheng, C. M., & Payne, B. K. (2012). An inkblot for the implicit assessment of personality: The Semantic Misattribution Procedure. European Journal of Personality, 26, 613-628"	2	1	AMP	IC	141	0.56		2			Average of 2 trial types	2		No	Review
"Sava, F. A., Maricutoiu, L. P., Rusu, S., Macsinga, I., Virga, D., Cheng, C. M., & Payne, B. K. (2012). An inkblot for the implicit assessment of personality: The Semantic Misattribution Procedure. European Journal of Personality, 26, 613-628"	3	1	AMP	IC	135	0.67		2			Average of 2 trial types	2		No	Review
"Sava, F. A., Maricutoiu, L. P., Rusu, S., Macsinga, I., Virga, D., Cheng, C. M., & Payne, B. K. (2012). An inkblot for the implicit assessment of personality: The Semantic Misattribution Procedure. European Journal of Personality, 26, 613-628"	3	1	IAT	IC	135	0.78		2					C	Yes	Review
"Sava, F. A., Maricutoiu, L. P., Rusu, S., Macsinga, I., Virga, D., Cheng, C. M., & Payne, B. K. (2012). An inkblot for the implicit assessment of personality: The Semantic Misattribution Procedure. European Journal of Personality, 26, 613-628"	3	1	IAT	IC	135	0.81		2					E	Yes	Review
"Schreiber, F., Bohn, C., Aderka, I. M., Stangier, U., & Steil, R. (2012). Discrepancies between implicit and explicit self-esteem among adolescents with social anxiety disorder. Journal of Behavior Therapy and Experimental Psychiatry, 43, 1074-1081. "	1	1	AMP	IC	40	0.8		2	No		Average of 2 subsamples	2	SAD + healthy controls	Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	1	1	IAT	IC	197	0.66	0.49	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	2	1	IAT	IC	196	0.61	0.44	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	3	1	IAT	IC	282	0.61	0.44	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	4	1	AMP	IC	432	0.73	0.57	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	4	1	IAT	IC	421	0.71	0.55	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	4	1	IAT	IC	421	0.71	0.55	2						Yes	Review
"Smith, C.T., Houwer, J., Nosek, B. A. (2013). Consider the source: Persuasion of implicit evaluations is moderated by source credibility. Personality and Psychology Bulletin 39, 193-205. "	5	1	IAT	IC	566	0.69	0.53	2						Yes	Review
"Spring, V.L., & Bulik, C.M. (2013). Implicit and explicit affect toward food and weight stimuli in anorexia nervosa. Eating Behaviors, 15, 91-94. "	1	1	AMP	IC	52	0.9		2	No					Yes	Review
"Sritharan, R., Heilpern, K., Wilbur, C. J., & Gawronski, B. (2010). I think I like you: Spontaneous and deliberate evaluations of potential romantic partners in an online dating context. European Journal of Social Psychology, 40, 1062-1077. "	1	1	AMP	IC	100	0.9		2	No					Yes	Review
"Sritharan, R., Heilpern, K., Wilbur, C. J., & Gawronski, B. (2010). I think I like you: Spontaneous and deliberate evaluations of potential romantic partners in an online dating context. European Journal of Social Psychology, 40, 1062-1077. "	2	1	AMP	IC	80	0.86		2	No					Yes	Review
"Olson, M. A., & Fazio, R. H. (2003). Relations between implicit measures of prejudice: what are we measuring? Psychological Science, 14, 636–639."	1	1	IAT	IC	92	0.69	0.53	2						Yes	Author
"Olson, M. A., & Fazio, R. H. (2003). Relations between implicit measures of prejudice: what are we measuring? Psychological Science, 14, 636–639."	1	1	Evaluative Priming	IC	92	0.08	0.04	2					traditional. Excluded explicit attention to category condition.	Yes	Author
